5.000000000000000000e+00,5.500000000000000000e+01,4.999967345440625266e+00,-4.999999931761327510e+00
5.499996734544062349e+00,5.450000000682386769e+01,9.999954699049512286e+00,-9.999999924784212624e+00
6.499992204449013933e+00,5.350000001434544572e+01,1.499992921408631119e+01,-1.499999990106215364e+01
7.999985125857644874e+00,5.200000002423922751e+01,1.999994140657461372e+01,-1.830969964125335991e+01
9.999979266515106602e+00,5.016903006011389010e+01,2.499997917352266086e+01,-1.396661314199783099e+01
1.249997718386737233e+01,4.877236874591410754e+01,2.999998438014198854e+01,-1.023012649188284762e+01
1.549997562188157119e+01,4.774935609672582615e+01,2.999999219007116480e+01,-7.459011229691681066e+00
1.849997484088868660e+01,4.700345497375666071e+01,2.999999609503566589e+01,-5.435645790684741741e+00
2.149997445039225141e+01,4.645989039468818760e+01,2.999999804751787380e+01,-3.960903727338197733e+00
2.449997425514403915e+01,4.606380002195437129e+01,2.999999902375895289e+01,-2.886252471370746697e+00
2.749997415751993657e+01,4.577517477481729458e+01,2.999999951187948355e+01,-2.103168109902466831e+00
3.049997410870788528e+01,4.556485796382704478e+01,2.999999975593974355e+01,-1.532546343538624400e+00
3.349997408430186141e+01,4.541160332947318068e+01,2.814201460072313310e+01,-1.116743001997639428e+00
3.631417554437417294e+01,4.529992902927341447e+01,2.314201460072316507e+01,-8.137534868973668178e-01
3.862837700444649158e+01,4.521855368058367475e+01,1.814201460072317218e+01,-5.929696771351280482e-01
4.044257846451881022e+01,4.515925671287016030e+01,1.314201460072317218e+01,-5.592969677148236229e+00
4.175677992459112886e+01,4.459995974515533845e+01,8.880060979127696541e+00,-1.059296967715365412e+01
4.264478602250390082e+01,4.354066277743997659e+01,6.411825305628771510e+00,-1.559296967715572002e+01
4.328596855306678037e+01,4.198136580972440157e+01,4.667209940768350940e+00,-2.059296967715640747e+01
4.375268954714361769e+01,3.992206884200876260e+01,3.400501992643036431e+00,-2.559296967715657445e+01
4.409273974640792204e+01,3.736277187429310231e+01,2.477857872531081806e+00,-2.999999999999999645e+01
4.434052553366102956e+01,3.436277187429310231e+01,1.805573978440977889e+00,-3.000000000000001421e+01
4.452108293150512708e+01,3.136277187429310231e+01,1.315693791647556843e+00,-3.000000000000001421e+01
4.465265231066988605e+01,2.836277187429310231e+01,9.587258521784448595e-01,-3.000000000000001066e+01
4.474852489588773352e+01,2.536277187429310231e+01,6.986088129596692564e-01,-2.609047342609815345e+01
4.481838577718369976e+01,2.275372453168328590e+01,5.090655202096676657e-01,-2.109047342609818187e+01
4.486929232920466859e+01,2.064467718907346949e+01,3.709482318700271231e-01,-1.609047342609818898e+01
