1.000000000010299983e+00,2.000000000000125233e+00,5.598946399187396456e-12,3.828983889177918031e-14
1.000000000021025848e+00,2.000000000000249578e+00,5.000000000014755308e+00,5.000000000000091482e+00
1.500000000032392755e+00,2.500000000000369926e+00,1.000000000002189360e+01,1.000000000000012079e+01
2.500000000044052317e+00,3.500000000000478728e+00,1.500000000002708234e+01,1.391441419102665833e+01
4.000000000055655924e+00,4.891441419103223609e+00,2.000000000003041833e+01,1.268038374382596167e+01
6.000000000066870065e+00,6.159479793485881594e+00,2.500000000003204192e+01,1.017243679209409279e+01
8.500000000077378104e+00,7.176723472695338835e+00,3.000000000000058975e+01,7.723146590613293228e+00
1.150000000008373391e+01,7.949038131756705816e+00,3.000000000000074607e+01,5.706499465207409472e+00
1.450000000008901857e+01,8.519688078277473764e+00,2.609267784527467171e+01,4.156810158713850178e+00
1.710926778462054187e+01,8.935369094148880365e+00,2.109267784527475342e+01,3.004701286361572521e+00
1.921853556915108996e+01,9.235839222785054758e+00,1.609267784527466816e+01,2.162694881649415368e+00
2.082780335368083158e+01,9.452108710950007264e+00,1.171727106583492350e+01,1.552945317080161924e+00
2.199953046026599779e+01,9.607403242658033804e+00,8.467179637394520952e+00,1.113594317134549261e+00
2.284624842400668143e+01,9.718762674371495436e+00,6.092781671246655151e+00,7.978876392089279124e-01
2.345552659113224436e+01,9.798551438292394167e+00,4.373430777236475997e+00,5.713559310061793184e-01
2.389286966885654806e+01,9.855687031393017605e+00,3.134249470221337042e+00,4.089160460311596079e-01
2.420629461587916254e+01,9.896578635996137407e+00,2.243186774329384736e+00,2.924410679158304105e-01
2.443061329331245091e+01,9.925822742787723030e+00,1.602885377789381449e+00,2.088773825487254265e-01
2.459090183109164229e+01,9.946710481042597252e+00,1.142430590748784169e+00,1.488385617750164480e-01
2.470514489016670723e+01,9.961594337220100570e+00,8.104657950752865991e-01,1.055753037783971476e-01
2.478619146967436748e+01,9.972151867597940367e+00,5.698813049286355348e-01,7.423001334214784919e-02
2.484317960016732840e+01,9.979574868932155951e+00,3.939011604877772910e-01,5.130553243207894298e-02
2.488256971621617097e+01,9.984705422175363054e+00,2.633656171444984095e-01,3.430251120596664732e-02
2.490890627793066514e+01,9.988135673295960970e+00,1.651694153393279130e-01,2.151250626233519939e-02
2.492542321946462636e+01,9.990286923922194973e+00,9.221007533641444043e-02,1.200983936159153061e-02
2.493464422699828020e+01,9.991487907858354944e+00,4.610503766820677612e-02,6.004919680795761834e-03
